Item,RM,BM,Brand,Quality,SPL,TT,MTM,Purpose,Type,D1,W1,L1,D2,L2,Zn,D3,L3,A1_DEG,D1_Inch,W1_Inch,L1_Inch,Is PL,ROL,CETSH,Template or Variant Of,Description,EOL,Created By,Creation
HR4XRD01QH5,-,HSS,Rohit,H-3X,None,Round Tool Bits,-,-,-,25.4,,203.2,,,,,,,1,-,8,Yes,,82073000,H4RD-Round Tool Bits-BSW-10mm and above,"HSS Rohit- 3X  Round Ø1""x8""",31-12-2099,Administrator,06-10-2010 17:31
HR6XRD02R10,-,HSS,Rohit,H-4X,None,Round Tool Bits,-,-,-,8.9,,100,,,,,,,-,-,-,No,,82073000,H6RD-Round Tool Bits-Metric,HSS Rohit- 4X  Round Ø8.9x100,31-12-2099,abhinav@rigpl.com,18:53.6
HR5XRD02RW8,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,3.5,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø3.5x100,31-12-2099,sushil.rathee@rigpl.com,06:59.1
HR5XRD01QJ9,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,5,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø5x100,31-12-2099,aditya@rigpl.com,15-06-2012 12:26
HR5XRD01QK7,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,5.5,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø5.5x100,31-12-2099,aditya@rigpl.com,15-06-2012 12:29
HR5XRD01QL5,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,6,,75,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø6x75,31-12-2099,aditya@rigpl.com,15-06-2012 12:27
HR5XRD01QM3,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,6,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø6x100,31-12-2099,aditya@rigpl.com,05-06-2012 17:42
HR5XRD02T92,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,6.1,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø6.1x100,31-12-2099,aditya@rigpl.com,20:41.7
HR5XRD01QN0,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,6.3,,75,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø6.3x75,31-12-2099,anuj@rigpl.com,27-03-2012 22:50
HR5XRD01QP6,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,6.3,,100,,,,,,,-,-,-,No,20,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø6.3x100,31-12-2099,anuj@rigpl.com,27-03-2012 22:52
HR5XRD01QQ4,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,6.3,,150,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø6.3x150,31-12-2099,aditya@rigpl.com,15-06-2012 12:28
HR5XRD01QR2,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,6.35,,76.2,,,,,,,01-Apr,-,3,No,,82073000,H5RD-Round Tool Bits-BSW,"HSS Rohit- ASP  Round Ø1/4""x3""",31-12-2099,ramesh.pant@rigpl.com,18-07-2012 18:01
HR5XRD01QS9,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,6.35,,101.6,,,,,,,01-Apr,-,4,No,,82073000,H5RD-Round Tool Bits-BSW,"HSS Rohit- ASP  Round Ø1/4""x4""",31-12-2099,ramesh.pant@rigpl.com,18-07-2012 18:06
HR5XRD01QT7,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,7.5,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø7.5x100,31-12-2099,aditya@rigpl.com,15-06-2012 12:30
HR5XRD01QU5,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,8,,75,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø8x75,31-12-2099,ramesh.pant@rigpl.com,25-03-2013 10:01
HR5XRD01QV3,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,8,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø8x100,31-12-2099,aditya@rigpl.com,05-06-2012 17:43
HR5XRD03245,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,8.2,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø8.2x100,31-12-2099,ramesh.pant@rigpl.com,37:01.4
HR5XRD01QW1,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,9,,75,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø9x75,31-12-2099,ramesh.pant@rigpl.com,11-10-2012 10:52
HR5XRD01QX8,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,9.525,,101.6,,,,,,,03-Aug,-,4,No,,82073000,H5RD-Round Tool Bits-BSW,"HSS Rohit- ASP  Round Ø3/8""x4""",31-12-2099,ramesh.pant@rigpl.com,27-01-2014 11:32
HR5XRD01QY6,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,9.525,,177.8,,,,,,,03-Aug,-,7,No,,82073000,H5RD-Round Tool Bits-BSW,"HSS Rohit- ASP  Round Ø3/8""x7""",31-12-2099,aditya@rigpl.com,15-06-2012 12:32
HR5XRD01QZ4,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,9.53,,400,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø9.53x400,31-12-2099,ramesh.pant@rigpl.com,26-08-2013 17:15
HR5XRD01R05,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,10,,75,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø10x75,31-12-2099,anuj@rigpl.com,19-06-2012 16:06
HR5XRD01R13,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,10,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø10x100,31-12-2099,aditya@rigpl.com,05-06-2012 17:43
HR5XRD01R21,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,12,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø12x100,31-12-2099,aditya@rigpl.com,05-06-2012 17:44
HR5XRD01R39,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,14,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø14x100,31-12-2099,aditya@rigpl.com,05-06-2012 17:44
HR5XRD01R47,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,14,,125,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø14x125,31-12-2099,aditya@rigpl.com,15-06-2012 12:33
HR5XRD01R54,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,16,,100,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø16x100,31-12-2099,aditya@rigpl.com,05-06-2012 17:45
HR5XRD01R62,-,HSS,Rohit,H-ASP,None,Round Tool Bits,-,-,-,16,,150,,,,,,,-,-,-,No,,82073000,H5RD-Round Tool Bits-Metric,HSS Rohit- ASP  Round Ø16x150,31-12-2099,ramesh.pant@rigpl.com,22-11-2012 13:32
HR3XRD01R72,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,1.78,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø1.78x75,31-12-2099,Administrator,16-04-2011 15:15
HR3XRD02T60,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,1.8,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø1.8x100,31-12-2099,aditya@rigpl.com,54:13.9
HR3XRD01R80,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,2,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø2x75,31-12-2099,Administrator,16-04-2011 15:15
HR3XRD01RB8,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,2.5,,65,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø2.5x65,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RC6,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,2.5,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø2.5x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RD3,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,2.5,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø2.5x100,31-12-2099,Administrator,16-04-2011 15:15
HR3XRD01RE1,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,2.6,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø2.6x75,31-12-2099,ramesh.pant@rigpl.com,16-10-2013 18:38
HR3XRD01RF9,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,2.6,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø2.6x100,31-12-2099,ramesh.pant@rigpl.com,19-10-2013 17:57
HR3XRD01RG7,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,3,,75,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø3x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RH5,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,3,,100,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø3x100,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD02W67,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,3.1,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø3.1x100,31-12-2099,ramesh.pant@rigpl.com,42:30.2
HR3XRD01RJ0,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,3.175,,76.2,,,,,,,01-Aug,-,3,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø1/8""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RK8,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,3.175,,101.6,,,,,,,01-Aug,-,4,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø1/8""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RL6,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,3.5,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø3.5x75,31-12-2099,Administrator,16-04-2011 15:15
HR3XRD01RM4,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,3.5,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø3.5x100,31-12-2099,Administrator,16-04-2011 15:15
HR3XRD01RQ5,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø4x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RR3,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø4x100,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RS0,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4,,150,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø4x150,31-12-2099,Administrator,16-04-2011 15:15
HR3XRD02T86,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4.1,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø4.1x100,31-12-2099,aditya@rigpl.com,17:23.4
HR3XRD033C3,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4.2,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø4.2x100,31-12-2099,ramesh.pant@rigpl.com,13:52.6
HR3XRD02W83,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4.5,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø4.5x75,31-12-2099,ramesh.pant@rigpl.com,24:40.1
HR3XRD01RT8,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4.5,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø4.5x100,31-12-2099,ramesh.pant@rigpl.com,21-02-2014 17:09
HR3XRD02PK8,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4.5,,150,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø4.5x150,31-12-2099,ramesh.pant@rigpl.com,17:19.0
HR3XRD01RU6,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4.763,,76.2,,,,,,,Mar-16,-,3,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø3/16""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RV4,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4.763,,101.6,,,,,,,Mar-16,-,4,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø3/16""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RW2,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,4.763,,152.4,,,,,,,Mar-16,-,6,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø3/16""x6""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RY7,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,5,,75,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø5x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01RZ5,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,5,,100,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø5x100,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01S06,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,5,,150,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø5x150,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD033D0,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,5.1,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø5.1x100,31-12-2099,ramesh.pant@rigpl.com,21:25.1
HR3XRD03239,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,5.3,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø5.3x100,31-12-2099,aditya@rigpl.com,08:16.6
HR3XRD01S14,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,5.5,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø5.5x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01S22,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,5.5,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø5.5x100,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01S30,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,5.5,,150,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø5.5x150,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01S71,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6,,75,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø6x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01S89,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6,,100,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø6x100,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01S97,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6,,150,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø6x150,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SA9,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6,,200,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø6x200,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SB7,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6.35,,76.2,,,,,,,01-Apr,-,3,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø1/4""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SC5,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6.35,,101.6,,,,,,,01-Apr,-,4,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø1/4""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SD2,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6.35,,152.4,,,,,,,01-Apr,-,6,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø1/4""x6""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SE0,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6.35,,203.2,,,,,,,01-Apr,-,8,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø1/4""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SF8,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6.5,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø6.5x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SG6,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6.5,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø6.5x100,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SH4,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,6.5,,150,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø6.5x150,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SJ9,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,7,,75,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø7x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD02WS3,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,7,,90,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø7x90,31-12-2099,ramesh.pant@rigpl.com,52:12.5
HR3XRD01SK7,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,7,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø7x100,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SM3,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,7.5,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø7.5x100,31-12-2099,Administrator,16-04-2011 15:15
HR3XRD01SN0,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,7.938,,76.2,,,,,,,May-16,-,3,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø5/16""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SP6,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,7.938,,101.6,,,,,,,May-16,-,4,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø5/16""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SQ4,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,7.938,,152.4,,,,,,,May-16,-,6,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø5/16""x6""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SR2,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,7.938,,203.2,,,,,,,May-16,-,8,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø5/16""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SS9,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,8,,75,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø8x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01ST7,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,8,,100,,,,,,,-,-,-,Yes,10,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø8x100,31-12-2099,aditya@rigpl.com,06-10-2010 17:30
HR3XRD01SU5,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,8,,150,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø8x150,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SV3,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,8,,200,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø8x200,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SW1,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,8.1,,100,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-upto 8.9mm,HSS Rohit- SP  Round Ø8.1x100,31-12-2099,aditya@rigpl.com,06-02-2014 17:43
HR3XRD01SX8,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9,,75,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-9mm and above,HSS Rohit- SP  Round Ø9x75,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SY6,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9,,100,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-9mm and above,HSS Rohit- SP  Round Ø9x100,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01SZ4,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9,,125,,,,,,,-,-,-,No,,82073000,H3RD-Round Tool Bits-Metric-9mm and above,HSS Rohit- SP  Round Ø9x125,31-12-2099,Administrator,16-04-2011 15:15
HR3XRD01T05,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9,,150,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-9mm and above,HSS Rohit- SP  Round Ø9x150,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01T13,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9,,200,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-9mm and above,HSS Rohit- SP  Round Ø9x200,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01T21,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9,,250,,,,,,,-,-,-,Yes,,82073000,H3RD-Round Tool Bits-Metric-9mm and above,HSS Rohit- SP  Round Ø9x250,31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01T39,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9.525,,76.2,,,,,,,03-Aug,-,3,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø3/8""x3""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01T47,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9.525,,101.6,,,,,,,03-Aug,-,4,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø3/8""x4""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01T54,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9.525,,152.4,,,,,,,03-Aug,-,6,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø3/8""x6""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01T62,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9.525,,203.2,,,,,,,03-Aug,-,8,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø3/8""x8""",31-12-2099,Administrator,06-10-2010 17:30
HR3XRD01T70,-,HSS,Rohit,H-SP,None,Round Tool Bits,-,-,-,9.525,,254,,,,,,,03-Aug,-,10,Yes,,82073000,H3RD-Round Tool Bits-BSW,"HSS Rohit- SP  Round Ø3/8""x10""",31-12-2099,Administrator,06-10-2010 17:30
